iter	MultiClass
355	1.022599579
356	1.022462649
357	1.022383901
358	1.022250444
359	1.022136624
360	1.022047714
361	1.02189817
362	1.021806029
363	1.021698501
364	1.021597165
365	1.021472941
366	1.021407628
367	1.021302128
368	1.021213687
369	1.021143689
370	1.021079239
371	1.020997952
372	1.020920284
373	1.020797704
374	1.020702539
375	1.020557023
376	1.020407223
377	1.020340576
378	1.020182059
379	1.020089491
380	1.01998719
381	1.019891589
382	1.019809802
383	1.019685872
384	1.019570912
385	1.019446061
386	1.019360931
387	1.019262878
388	1.019135098
389	1.019047934
390	1.018954373
391	1.018847097
392	1.01875659
393	1.018666514
394	1.018577504
395	1.018498041
396	1.018392668
397	1.018282951
398	1.018135464
399	1.018056643
400	1.01801006
401	1.017884508
402	1.0177879
403	1.017710282
404	1.017641669
405	1.017563307
406	1.017511797
407	1.017410291
408	1.017343169
409	1.017262957
410	1.017137046
411	1.017024962
412	1.016937714
413	1.016836179
414	1.016734018
415	1.016636657
416	1.016511728
417	1.01639909
418	1.016326915
419	1.016233902
420	1.016124681
421	1.015998394
422	1.015921592
423	1.015799333
424	1.015697764
425	1.015600199
426	1.015492531
427	1.015371029
428	1.015235687
429	1.015144629
430	1.014985427
431	1.014917947
432	1.01485858
433	1.014759833
434	1.014672783
435	1.014536196
436	1.014437811
437	1.01433773
438	1.014240754
439	1.014111354
440	1.014021751
441	1.013900138
442	1.013773501
443	1.013657662
444	1.013564995
445	1.013456599
446	1.013343149
447	1.013259748
448	1.013166818
449	1.013038025
450	1.012952519
451	1.01286662
452	1.012792228
453	1.012681446
454	1.012589646
455	1.012450419
456	1.012384711
457	1.012287615
458	1.012238888
459	1.012127049
460	1.012003976
461	1.011878626
462	1.011767152
463	1.011616577
464	1.011544905
465	1.01145477
466	1.011365498
467	1.01128066
468	1.011218857
469	1.011123454
470	1.011023859
471	1.010902383
472	1.010754822
473	1.010638346
474	1.01054563
475	1.010417537
476	1.010297275
477	1.010204774
478	1.010063101
479	1.009995694
480	1.009912843
481	1.009784403
482	1.009668478
483	1.00961233
484	1.009518484
485	1.009399347
486	1.009345932
487	1.009276713
488	1.009212861
489	1.009156286
490	1.009045819
491	1.008902773
492	1.008788214
493	1.008682
494	1.008546923
495	1.008394977
496	1.008313769
497	1.00819687
498	1.008102809
499	1.007997252
500	1.007917372
501	1.007830272
502	1.007763102
503	1.007681285
504	1.007578985
505	1.00749912
506	1.00735068
507	1.007269608
508	1.007145419
509	1.007081511
510	1.007003451
511	1.006940313
512	1.006840726
513	1.006673629
514	1.00656156
515	1.006446498
516	1.006343284
517	1.006271522
518	1.006172512
519	1.006071562
520	1.006000519
521	1.005880851
522	1.005779809
523	1.005692394
524	1.005593827
525	1.005499999
526	1.005405614
527	1.005342823
528	1.005261507
529	1.005152655
530	1.005047709
531	1.004938147
532	1.004817642
533	1.00472869
534	1.004588239
535	1.004505096
536	1.004377054
537	1.004263544
538	1.004160427
539	1.004058811
540	1.004011815
541	1.003923733
542	1.003860415
543	1.003801181
544	1.003729163
545	1.003622166
546	1.003474045
547	1.003378887
548	1.00330154
549	1.003199157
550	1.00309296
551	1.002989558
552	1.00291498
553	1.002827995
554	1.002749622
555	1.002593295
556	1.002510939
557	1.002433946
558	1.002338678
559	1.00223255
560	1.002141034
561	1.002036389
562	1.001967157
563	1.001848759
564	1.001729999
565	1.001634483
566	1.001542487
567	1.001470378
568	1.00136225
569	1.001233173
570	1.001124348
571	1.001037827
572	1.000929216
573	1.000813454
574	1.000758056
575	1.000676011
576	1.000591758
577	1.00050923
578	1.00043671
579	1.000341816
580	1.000246002
581	1.000127507
582	1.000009906
583	0.9999248605
584	0.9998357601
585	0.9997633632
586	0.9996627288
587	0.9995447981
588	0.9994587581
589	0.9993739077
590	0.9992768966
591	0.9991768078
592	0.9990745382
593	0.9989873848
594	0.9988960788
595	0.9988097305
596	0.998675327
597	0.9985793695
598	0.9984679724
599	0.998348041
600	0.998278619
601	0.9981491908
602	0.9980638236
603	0.9979547486
604	0.9978834062
605	0.9978042596
606	0.9976938683
607	0.9975666571
608	0.997443459
609	0.9973584628
610	0.997251264
